locationString,EndLocationString,Start,End,ips,UAs,timestamp
RU/Voronezhskaya Oblast',IN/Uttar Pradesh,2022-11-27T20:08:53.7952885Z,2022-11-27T20:10:57.2000323Z,"[""195.98.74.28""]","[""BAV2ROPC""]",2022-11-27T20:08:53.7952885Z
RU/Sankt-Peterburg,VN/Nam Dinh,2022-11-27T20:09:19.1809966Z,2022-11-27T20:10:08.0635188Z,"[""95.161.100.196""]","[""BAV2ROPC""]",2022-11-27T20:09:19.1809966Z
SZ/Hhohho,CN/Gansu,2022-11-27T20:20:02.4986891Z,2022-11-27T20:21:43.3513242Z,"[""41.215.147.90""]","[""BAV2ROPC""]",2022-11-27T20:20:02.4986891Z
BD/Dhaka,CN/Gansu,2022-11-27T20:20:42.4338191Z,2022-11-27T20:21:43.3513242Z,"[""27.147.181.86""]","[""BAV2ROPC""]",2022-11-27T20:20:42.4338191Z
SG/South West,BG/Sofiya-Grad,2022-11-27T20:21:12.9274416Z,2022-11-27T20:22:39.7993656Z,"[""124.246.103.103""]","[""BAV2ROPC""]",2022-11-27T20:21:12.9274416Z
CN/Jiangxi,MX/Oaxaca,2022-11-27T20:23:56.2801159Z,2022-11-27T20:25:40.3135139Z,"[""59.53.182.95""]","[""BAV2ROPC""]",2022-11-27T20:23:56.2801159Z
CN/Hubei,CN/Gansu,2022-11-27T20:50:28.2970531Z,2022-11-27T20:52:54.7602209Z,"[""119.36.242.132""]","[""BAV2ROPC""]",2022-11-27T20:50:28.2970531Z
CN/Shanxi,RU/Moskva,2022-11-27T20:51:26.9826721Z,2022-11-27T20:58:07.4882562Z,"[""60.222.244.79""]","[""BAV2ROPC""]",2022-11-27T20:51:26.9826721Z
MX/Oaxaca,CN/Gansu,2022-11-27T20:51:44.0043505Z,2022-11-27T20:52:54.7602209Z,"[""177.239.62.71""]","[""BAV2ROPC""]",2022-11-27T20:51:44.0043505Z
RU/Moskva,CN/Shanghai Shi,2022-11-27T20:57:56.4254036Z,2022-11-27T21:08:56.4760559Z,"[""95.143.218.236""]","[""BAV2ROPC""]",2022-11-27T20:57:56.4254036Z
ID/Jakarta Raya,SE/Stockholms Lan,2022-11-27T20:59:33.5518160Z,2022-11-27T21:09:11.6052377Z,"[""103.147.64.187""]","[""BAV2ROPC""]",2022-11-27T20:59:33.5518160Z
CN/Shanghai Shi,RU/Moskva,2022-11-27T21:08:48.4974406Z,2022-11-27T21:10:48.0313225Z,"[""60.173.114.254""]","[""BAV2ROPC""]",2022-11-27T21:08:48.4974406Z
SE/Stockholms Lan,CN/Guangxi,2022-11-27T21:09:06.0292500Z,2022-11-27T21:09:40.2018225Z,"[""217.215.239.76""]","[""BAV2ROPC""]",2022-11-27T21:09:06.0292500Z
CN/Guangxi,CN/Shanghai Shi,2022-11-27T21:09:32.1423425Z,2022-11-27T21:10:23.9764884Z,"[""222.218.17.45""]","[""BAV2ROPC""]",2022-11-27T21:09:32.1423425Z
CN/Shanghai Shi,RU/Moskva,2022-11-27T21:10:15.7408949Z,2022-11-27T21:10:48.0313225Z,"[""116.225.106.161""]","[""BAV2ROPC""]",2022-11-27T21:10:15.7408949Z
IT/Vicenza,ID/Jakarta Raya,2022-11-27T21:11:37.0107524Z,2022-11-27T21:12:30.0798995Z,"[""188.95.76.130""]","[""BAV2ROPC""]",2022-11-27T21:11:37.0107524Z
ID/Jakarta Raya,IN/Chandigarh,2022-11-27T21:12:19.1632169Z,2022-11-27T21:13:29.1678699Z,"[""103.143.190.92""]","[""BAV2ROPC""]",2022-11-27T21:12:19.1632169Z
RU/Penzenskaya Oblast',IN/Chandigarh,2022-11-27T21:13:00.1510789Z,2022-11-27T21:13:18.7889798Z,"[""85.237.40.115""]","[""BAV2ROPC""]",2022-11-27T21:13:00.1510789Z
IN/Chandigarh,KR/Daejeon Gwangyeoksi,2022-11-27T21:13:16.0917023Z,2022-11-27T21:13:59.0167259Z,"[""122.160.12.248""]","[""BAV2ROPC""]",2022-11-27T21:13:16.0917023Z
KR/Daejeon Gwangyeoksi,IL/Hamerkaz,2022-11-27T21:13:59.0167259Z,2022-11-27T21:14:36.4316218Z,"[""14.51.14.47""]","[""BAV2ROPC""]",2022-11-27T21:13:59.0167259Z
TW/Keelung,BG/Sofiya-Grad,2022-11-27T21:41:58.9892545Z,2022-11-27T21:42:51.8038379Z,"[""118.99.190.169""]","[""BAV2ROPC""]",2022-11-27T21:41:58.9892545Z
IL/Hadarom,KR/Jeollabuk-Do,2022-11-27T21:42:16.8831683Z,2022-11-27T21:50:01.0716936Z,"[""2.55.124.234""]","[""BAV2ROPC""]",2022-11-27T21:42:16.8831683Z
SG/Central Singapore,US/Pennsylvania,2022-11-27T21:42:33.8225865Z,2022-11-27T21:49:27.9649940Z,"[""66.96.204.197""]","[""BAV2ROPC""]",2022-11-27T21:42:33.8225865Z
ID/Nusa Tenggara Timur,US/Pennsylvania,2022-11-27T21:43:29.4406604Z,2022-11-27T21:49:30.7342516Z,"[""103.71.224.244""]","[""BAV2ROPC""]",2022-11-27T21:43:29.4406604Z
BO/La Paz,BD/Dhaka,2022-11-27T21:43:52.2181727Z,2022-11-27T21:49:46.5860786Z,"[""200.105.202.226""]","[""BAV2ROPC""]",2022-11-27T21:43:52.2181727Z
US/Pennsylvania,BD/Dhaka,2022-11-27T21:49:20.0009584Z,2022-11-27T21:49:41.4120681Z,"[""208.58.99.190""]","[""BAV2ROPC""]",2022-11-27T21:49:20.0009584Z
DK/Midtjylland,CO/Distrito Capital,2022-11-27T21:56:42.5119461Z,2022-11-27T21:58:44.4434561Z,"[""84.238.31.173""]","[""BAV2ROPC""]",2022-11-27T21:56:42.5119461Z
RU/Orlovskaya Oblast',CO/Distrito Capital,2022-11-27T21:57:51.0830696Z,2022-11-27T21:58:44.4434561Z,"[""87.117.155.222""]","[""BAV2ROPC""]",2022-11-27T21:57:51.0830696Z
CO/Distrito Capital,SD/Al Khartum,2022-11-27T21:58:36.3202146Z,2022-11-27T21:59:25.2925294Z,"[""190.60.89.181""]","[""BAV2ROPC""]",2022-11-27T21:58:36.3202146Z
IN/Assam,US/Kansas,2022-11-27T22:05:16.6300825Z,2022-11-27T22:08:52.6163106Z,"[""103.147.248.12""]","[""BAV2ROPC""]",2022-11-27T22:05:16.6300825Z
TN/Tunis,IN/Karnataka,2022-11-27T22:08:14.8626801Z,2022-11-27T22:08:31.3384345Z,"[""196.203.231.220""]","[""BAV2ROPC""]",2022-11-27T22:08:14.8626801Z
PT/Lisboa,IN/Karnataka,2022-11-27T22:08:30.6034280Z,2022-11-27T22:08:36.6191774Z,"[""168.182.249.177""]","[""BAV2ROPC""]",2022-11-27T22:08:30.6034280Z
IN/Karnataka,PT/Lisboa,2022-11-27T22:08:31.3384345Z,2022-11-27T22:08:41.0486068Z,"[""103.146.224.186""]","[""BAV2ROPC""]",2022-11-27T22:08:31.3384345Z
US/Kansas,KR/Busan Gwangyeoksi,2022-11-27T22:08:49.8594933Z,2022-11-27T22:09:54.3988203Z,"[""63.46.157.165""]","[""BAV2ROPC""]",2022-11-27T22:08:49.8594933Z
IN/Uttar Pradesh,KR/Busan Gwangyeoksi,2022-11-27T22:09:39.7887027Z,2022-11-27T22:09:57.4621051Z,"[""122.187.225.72""]","[""BAV2ROPC""]",2022-11-27T22:09:39.7887027Z
KR/Busan Gwangyeoksi,US/South Carolina,2022-11-27T22:09:54.3988203Z,2022-11-27T22:10:20.9856317Z,"[""59.19.254.161""]","[""BAV2ROPC""]",2022-11-27T22:09:54.3988203Z
RU/Moskva,TR/Van,2022-11-27T22:14:43.7121065Z,2022-11-27T22:20:23.5301099Z,"[""195.19.24.253""]","[""BAV2ROPC""]",2022-11-27T22:14:43.7121065Z
CN/Anhui,TR/Van,2022-11-27T22:15:34.2237489Z,2022-11-27T22:20:23.5301099Z,"[""220.179.87.204""]","[""BAV2ROPC""]",2022-11-27T22:15:34.2237489Z
IT/Bergamo,TR/Van,2022-11-27T22:18:54.8530541Z,2022-11-27T22:20:23.5301099Z,"[""77.244.186.140""]","[""BAV2ROPC""]",2022-11-27T22:18:54.8530541Z
VN/Ha Noi,TR/Van,2022-11-27T22:19:16.9119215Z,2022-11-27T22:20:23.5301099Z,"[""118.70.125.136""]","[""BAV2ROPC""]",2022-11-27T22:19:16.9119215Z
TR/Van,CV/Praia,2022-11-27T22:20:15.3614556Z,2022-11-27T22:23:08.3923235Z,"[""31.223.60.94""]","[""BAV2ROPC""]",2022-11-27T22:20:15.3614556Z
CV/Praia,CH/Bern,2022-11-27T22:23:03.2029531Z,2022-11-27T22:26:10.6982620Z,"[""41.215.222.52""]","[""BAV2ROPC""]",2022-11-27T22:23:03.2029531Z
RU/Tyumenskaya Oblast',CN/Shanghai Shi,2022-11-27T22:25:14.0476584Z,2022-11-27T22:26:27.6420224Z,"[""85.15.190.226""]","[""BAV2ROPC""]",2022-11-27T22:25:14.0476584Z
CH/Bern,IL/Hamerkaz,2022-11-27T22:25:56.6872173Z,2022-11-27T22:31:48.1799585Z,"[""31.24.10.71""]","[""BAV2ROPC""]",2022-11-27T22:25:56.6872173Z
CN/Shanghai Shi,IN/Uttar Pradesh,2022-11-27T22:26:16.9539969Z,2022-11-27T22:30:48.9824496Z,"[""101.230.116.194""]","[""BAV2ROPC""]",2022-11-27T22:26:16.9539969Z
CN/Gansu,AR/Santa Fe,2022-11-27T22:26:44.9045811Z,2022-11-27T22:36:33.4172384Z,"[""118.180.48.18""]","[""BAV2ROPC""]",2022-11-27T22:26:44.9045811Z
CN/Hubei,RU/Novosibirskaya Oblast',2022-11-27T22:28:19.1765250Z,2022-11-27T22:36:13.6703387Z,"[""61.184.223.165""]","[""BAV2ROPC""]",2022-11-27T22:28:19.1765250Z
ES/Bizkaia,AR/Santa Fe,2022-11-27T22:28:41.3347384Z,2022-11-27T22:36:36.0103322Z,"[""212.142.227.111""]","[""BAV2ROPC""]",2022-11-27T22:28:41.3347384Z
IN/Uttar Pradesh,IL/Hamerkaz,2022-11-27T22:30:48.9824496Z,2022-11-27T22:31:48.1799585Z,"[""122.187.225.35""]","[""BAV2ROPC""]",2022-11-27T22:30:48.9824496Z
IL/Hamerkaz,HK/Hong Kong,2022-11-27T22:31:34.3960623Z,2022-11-27T22:32:10.5004849Z,"[""95.35.25.90""]","[""BAV2ROPC""]",2022-11-27T22:31:34.3960623Z
HK/Hong Kong,VN/Ha Noi,2022-11-27T22:32:10.5004849Z,2022-11-27T22:32:34.7537616Z,"[""210.3.251.66""]","[""BAV2ROPC""]",2022-11-27T22:32:10.5004849Z
AR/Santa Fe,ID/Papua,2022-11-27T22:36:22.8743989Z,2022-11-27T22:38:51.3326197Z,"[""190.182.230.96""]","[""BAV2ROPC""]",2022-11-27T22:36:22.8743989Z
KR/Jeollabuk-Do,CL/Region Metropolitana,2022-11-27T22:37:23.0575176Z,2022-11-27T22:44:01.3218422Z,"[""121.154.181.103""]","[""BAV2ROPC""]",2022-11-27T22:37:23.0575176Z
IN/West Bengal,DO/Distrito Nacional,2022-11-27T22:37:48.4166861Z,2022-11-27T22:45:10.8272717Z,"[""122.160.37.45""]","[""BAV2ROPC""]",2022-11-27T22:37:48.4166861Z
ID/Papua,DO/Distrito Nacional,2022-11-27T22:38:51.3326197Z,2022-11-27T22:45:21.3151970Z,"[""202.55.168.228""]","[""BAV2ROPC""]",2022-11-27T22:38:51.3326197Z
CL/Region Metropolitana,DO/Distrito Nacional,2022-11-27T22:44:01.3218422Z,2022-11-27T22:45:18.6491545Z,"[""190.208.27.107""]","[""BAV2ROPC""]",2022-11-27T22:44:01.3218422Z
PK/Punjab,DO/Distrito Nacional,2022-11-27T22:44:54.4430114Z,2022-11-27T22:45:18.6491545Z,"[""43.251.255.14""]","[""BAV2ROPC""]",2022-11-27T22:44:54.4430114Z
DO/Distrito Nacional,CN/Shandong,2022-11-27T22:45:10.8272717Z,2022-11-27T22:59:50.6346405Z,"[""200.88.52.82""]","[""BAV2ROPC""]",2022-11-27T22:45:10.8272717Z
HK/Hong Kong,IN/Kerala,2022-11-27T23:02:57.5158937Z,2022-11-27T23:03:26.3505528Z,"[""14.0.136.127""]","[""BAV2ROPC""]",2022-11-27T23:02:57.5158937Z
BD/Dhaka,RU/Smolenskaya Oblast',2022-11-27T23:11:05.8828463Z,2022-11-27T23:11:33.3340614Z,"[""115.127.82.124""]","[""BAV2ROPC""]",2022-11-27T23:11:05.8828463Z
BR/Para,BR/Santa Catarina,2022-11-27T23:40:49.7905874Z,2022-11-27T23:42:55.1550050Z,"[""177.130.55.104""]","[""BAV2ROPC""]",2022-11-27T23:40:49.7905874Z
BG/Vratsa,CN/Hubei,2022-11-27T23:41:33.2028934Z,2022-11-27T23:52:35.3206295Z,"[""151.237.75.114""]","[""BAV2ROPC""]",2022-11-27T23:41:33.2028934Z
KR/Gangwon-Do,VN/Ha Tinh,2022-11-27T23:41:47.6152976Z,2022-11-27T23:42:52.5117861Z,"[""14.54.22.11""]","[""BAV2ROPC""]",2022-11-27T23:41:47.6152976Z
BR/Santa Catarina,NO/Rogaland,2022-11-27T23:42:55.1550050Z,2022-11-27T23:43:42.5113934Z,"[""187.45.102.231""]","[""BAV2ROPC""]",2022-11-27T23:42:55.1550050Z
NO/Rogaland,CN/Hubei,2022-11-27T23:43:34.7246198Z,2022-11-27T23:52:35.3206295Z,"[""62.92.89.220""]","[""BAV2ROPC""]",2022-11-27T23:43:34.7246198Z
CO/Distrito Capital,IT/Milano,2022-11-27T23:51:41.5081223Z,2022-11-27T23:54:59.5526763Z,"[""45.177.111.202""]","[""BAV2ROPC""]",2022-11-27T23:51:41.5081223Z
CN/Hubei,HK/Hong Kong,2022-11-27T23:52:21.6390214Z,2022-11-27T23:59:25.4611577Z,"[""58.52.198.77""]","[""BAV2ROPC""]",2022-11-27T23:52:21.6390214Z
US/Georgia,HK/Hong Kong,2022-11-27T23:52:37.5226159Z,2022-11-27T23:59:22.8828290Z,"[""166.130.61.245""]","[""BAV2ROPC""]",2022-11-27T23:52:37.5226159Z
SG/Central Singapore,BR/Amapa,2022-11-27T23:53:52.0171032Z,2022-11-27T23:54:24.5378430Z,"[""218.212.128.182""]","[""BAV2ROPC""]",2022-11-27T23:53:52.0171032Z
IT/Milano,ID/Jakarta Raya,2022-11-27T23:54:56.9326419Z,2022-11-27T23:55:55.6793860Z,"[""93.47.64.51""]","[""BAV2ROPC""]",2022-11-27T23:54:56.9326419Z
SD/Al Khartum,SE/Stockholms Lan,2022-11-28T00:09:18.1324544Z,2022-11-28T00:09:37.2932565Z,"[""196.1.208.187""]","[""BAV2ROPC""]",2022-11-28T00:09:18.1324544Z
BG/Sofiya-Grad,VN/Ha Tinh,2022-11-28T00:09:56.6022788Z,2022-11-28T00:10:27.8327620Z,"[""194.146.234.43""]","[""BAV2ROPC""]",2022-11-28T00:09:56.6022788Z
VN/Ha Tinh,US/Iowa,2022-11-28T00:10:14.7473086Z,2022-11-28T00:11:33.8135153Z,"[""27.72.47.201""]","[""BAV2ROPC""]",2022-11-28T00:10:14.7473086Z
US/Iowa,ZA/Mpumalanga,2022-11-28T00:11:20.1306806Z,2022-11-28T00:16:27.8075467Z,"[""52.165.39.45""]","[""BAV2ROPC""]",2022-11-28T00:11:20.1306806Z
ZA/Mpumalanga,RU/Tomskaya Oblast',2022-11-28T00:16:22.1779361Z,2022-11-28T00:17:47.3053330Z,"[""102.23.241.122""]","[""BAV2ROPC""]",2022-11-28T00:16:22.1779361Z
SG/Central Singapore,RU/Tomskaya Oblast',2022-11-28T00:17:04.5237195Z,2022-11-28T00:17:47.3053330Z,"[""159.65.10.200""]","[""BAV2ROPC""]",2022-11-28T00:17:04.5237195Z
IT/Milano,VN/Ha Noi,2022-11-28T00:37:57.4042850Z,2022-11-28T00:49:25.2769498Z,"[""195.31.198.68""]","[""BAV2ROPC""]",2022-11-28T00:37:57.4042850Z
BR/Minas Gerais,DK/Midtjylland,2022-11-28T00:44:31.7748624Z,2022-11-28T00:46:02.4086110Z,"[""189.113.184.5""]","[""BAV2ROPC""]",2022-11-28T00:44:31.7748624Z
IN/Assam,MO/Macau,2022-11-28T01:07:57.7753739Z,2022-11-28T01:08:55.3838625Z,"[""103.147.248.44""]","[""BAV2ROPC""]",2022-11-28T01:07:57.7753739Z
ES/Barcelona,MO/Macau,2022-11-28T01:08:25.7491029Z,2022-11-28T01:08:55.3838625Z,"[""95.124.251.26""]","[""BAV2ROPC""]",2022-11-28T01:08:25.7491029Z
BO/La Paz,MX/Jalisco,2022-11-28T01:09:02.8747075Z,2022-11-28T01:09:50.1758002Z,"[""181.115.152.42""]","[""BAV2ROPC""]",2022-11-28T01:09:02.8747075Z
MX/Jalisco,IN/Chhattisgarh,2022-11-28T01:09:47.3640872Z,2022-11-28T01:10:17.0110244Z,"[""201.144.8.115""]","[""BAV2ROPC""]",2022-11-28T01:09:47.3640872Z
BR/Rio De Janeiro,PK/Punjab,2022-11-28T01:24:30.3863745Z,2022-11-28T01:27:28.1560990Z,"[""189.56.222.133""]","[""BAV2ROPC""]",2022-11-28T01:24:30.3863745Z
CN/Anhui,RO/Gorj,2022-11-28T01:26:09.6596071Z,2022-11-28T01:38:41.2515746Z,"[""220.180.171.157""]","[""BAV2ROPC""]",2022-11-28T01:26:09.6596071Z
RS/Kosovski,RO/Gorj,2022-11-28T01:26:25.6514896Z,2022-11-28T01:38:51.6681818Z,"[""84.22.44.198""]","[""BAV2ROPC""]",2022-11-28T01:26:25.6514896Z
CN/Anhui,RO/Gorj,2022-11-28T01:26:55.0671975Z,2022-11-28T01:38:41.2515746Z,"[""112.26.67.66""]","[""BAV2ROPC""]",2022-11-28T01:26:55.0671975Z
BR/Santa Catarina,MX/Distrito Federal,2022-11-28T01:32:14.2298993Z,2022-11-28T01:33:45.8440123Z,"[""187.33.161.18""]","[""BAV2ROPC""]",2022-11-28T01:32:14.2298993Z
MX/Distrito Federal,AR/Ciudad De Buenos Aires,2022-11-28T01:33:43.1296247Z,2022-11-28T01:34:26.4142371Z,"[""189.216.250.11""]","[""BAV2ROPC""]",2022-11-28T01:33:43.1296247Z
RO/Gorj,US/Utah,2022-11-28T01:38:41.2515746Z,2022-11-28T01:40:12.3019498Z,"[""136.255.230.40""]","[""BAV2ROPC""]",2022-11-28T01:38:41.2515746Z
US/Utah,ZA/Kwazulu-Natal,2022-11-28T01:40:01.8294018Z,2022-11-28T01:45:33.5725977Z,"[""73.20.63.53""]","[""BAV2ROPC""]",2022-11-28T01:40:01.8294018Z
US/Iowa,ZA/Kwazulu-Natal,2022-11-28T01:44:02.5436790Z,2022-11-28T01:45:41.6066538Z,"[""52.176.51.76""]","[""BAV2ROPC""]",2022-11-28T01:44:02.5436790Z
ZA/Mpumalanga,ZA/Kwazulu-Natal,2022-11-28T01:45:30.9748655Z,2022-11-28T01:45:33.5725977Z,"[""102.23.252.208""]","[""BAV2ROPC""]",2022-11-28T01:45:30.9748655Z
ZA/Mpumalanga,BR/Minas Gerais,2022-11-28T01:55:22.9882434Z,2022-11-28T02:05:20.1942689Z,"[""102.23.241.120""]","[""BAV2ROPC""]",2022-11-28T01:55:22.9882434Z
RU/Tambovskaya Oblast',CN/Anhui,2022-11-28T01:59:32.5144786Z,2022-11-28T01:59:55.8250890Z,"[""37.235.179.100""]","[""BAV2ROPC""]",2022-11-28T01:59:32.5144786Z
CN/Anhui,CN/Guizhou,2022-11-28T01:59:55.8250890Z,2022-11-28T02:04:51.8152917Z,"[""112.26.128.177""]","[""BAV2ROPC""]",2022-11-28T01:59:55.8250890Z
IL/Hadarom,PK/Sindh,2022-11-28T02:00:20.8369790Z,2022-11-28T02:01:50.9040069Z,"[""2.55.80.231""]","[""BAV2ROPC""]",2022-11-28T02:00:20.8369790Z
TH/Krung Thep,CN/Guizhou,2022-11-28T02:01:30.4314797Z,2022-11-28T02:04:51.8152917Z,"[""202.29.221.214""]","[""BAV2ROPC""]",2022-11-28T02:01:30.4314797Z
CN/Shandong,CN/Jiangxi,2022-11-28T02:03:12.6680767Z,2022-11-28T02:04:37.3401653Z,"[""27.200.225.199""]","[""BAV2ROPC""]",2022-11-28T02:03:12.6680767Z
CN/Guizhou,CN/Anhui,2022-11-28T02:04:48.9457787Z,2022-11-28T02:08:09.6870861Z,"[""61.159.147.229""]","[""BAV2ROPC""]",2022-11-28T02:04:48.9457787Z
BR/Minas Gerais,KH/Phnum Penh,2022-11-28T02:05:17.5273907Z,2022-11-28T02:17:53.3486261Z,"[""186.215.195.249""]","[""BAV2ROPC""]",2022-11-28T02:05:17.5273907Z
US/Georgia,SD/Al Khartum,2022-11-28T02:06:14.1963769Z,2022-11-28T02:17:15.0482900Z,"[""73.106.217.127""]","[""BAV2ROPC""]",2022-11-28T02:06:14.1963769Z
ES/Alicante,CN/Anhui,2022-11-28T02:07:19.9683275Z,2022-11-28T02:08:09.6870861Z,"[""84.232.108.38""]","[""BAV2ROPC""]",2022-11-28T02:07:19.9683275Z
US/Virginia,KH/Phnum Penh,2022-11-28T02:08:41.4957442Z,2022-11-28T02:17:53.3486261Z,"[""20.110.108.29""]","[""BAV2ROPC""]",2022-11-28T02:08:41.4957442Z
CN/Jiangxi,CN/Hainan,2022-11-28T02:09:05.5802517Z,2022-11-28T02:17:05.9292023Z,"[""60.191.58.202""]","[""BAV2ROPC""]",2022-11-28T02:09:05.5802517Z
ID/Jakarta Raya,FR/Hauts-De-Seine,2022-11-28T02:09:59.9122298Z,2022-11-28T02:17:29.8351924Z,"[""103.143.190.60""]","[""BAV2ROPC""]",2022-11-28T02:09:59.9122298Z
SD/Al Khartum,FR/Hauts-De-Seine,2022-11-28T02:11:56.9782702Z,2022-11-28T02:17:24.4542258Z,"[""196.1.239.74""]","[""BAV2ROPC""]",2022-11-28T02:11:56.9782702Z
CN/Guangxi,FR/Hauts-De-Seine,2022-11-28T02:14:30.2185864Z,2022-11-28T02:17:29.8351924Z,"[""221.7.154.110""]","[""BAV2ROPC""]",2022-11-28T02:14:30.2185864Z
CN/Chongqing,CN/Hainan,2022-11-28T02:14:50.7927291Z,2022-11-28T02:17:05.9292023Z,"[""113.207.27.10""]","[""BAV2ROPC""]",2022-11-28T02:14:50.7927291Z
IN/Uttar Pradesh,KR/Jeollabuk-Do,2022-11-28T02:15:11.7828951Z,2022-11-28T02:18:20.0132221Z,"[""122.187.224.226""]","[""BAV2ROPC""]",2022-11-28T02:15:11.7828951Z
CO/Santander,KH/Phnum Penh,2022-11-28T02:16:16.1341082Z,2022-11-28T02:17:40.1750249Z,"[""201.221.128.58""]","[""BAV2ROPC""]",2022-11-28T02:16:16.1341082Z
CN/Tianjin Shi,NG/Lagos,2022-11-28T02:16:17.0895239Z,2022-11-28T02:16:40.8223754Z,"[""125.35.255.250""]","[""BAV2ROPC""]",2022-11-28T02:16:17.0895239Z
NG/Lagos,GT/Guatemala,2022-11-28T02:16:38.2734055Z,2022-11-28T02:17:03.4355409Z,"[""41.184.242.85""]","[""BAV2ROPC""]",2022-11-28T02:16:38.2734055Z
SD/Al Khartum,KH/Phnum Penh,2022-11-28T02:17:04.1305094Z,2022-11-28T02:17:42.7292154Z,"[""196.1.237.126""]","[""BAV2ROPC""]",2022-11-28T02:17:04.1305094Z
KH/Phnum Penh,BR/Minas Gerais,2022-11-28T02:17:40.1750249Z,2022-11-28T02:29:31.9143953Z,"[""111.118.147.190""]","[""BAV2ROPC""]",2022-11-28T02:17:40.1750249Z
KR/Jeollabuk-Do,US/Louisiana,2022-11-28T02:18:17.4284687Z,2022-11-28T02:29:43.2426143Z,"[""175.202.52.89""]","[""BAV2ROPC""]",2022-11-28T02:18:17.4284687Z
CN/Guangxi,HK/Hong Kong,2022-11-28T02:27:30.1892073Z,2022-11-28T02:29:16.7755932Z,"[""113.13.189.147""]","[""BAV2ROPC""]",2022-11-28T02:27:30.1892073Z
SD/Al Khartum,RU/Moskovskaya Oblast',2022-11-28T02:28:58.5350204Z,2022-11-28T02:35:35.5897932Z,"[""196.1.215.230""]","[""BAV2ROPC""]",2022-11-28T02:28:58.5350204Z
CN/Anhui,US/Iowa,2022-11-28T02:34:05.8111639Z,2022-11-28T02:40:03.3448216Z,"[""220.180.171.185""]","[""BAV2ROPC""]",2022-11-28T02:34:05.8111639Z
PK/Punjab,RU/Rostovskaya Oblast',2022-11-28T02:34:23.4821543Z,2022-11-28T02:34:47.7584552Z,"[""43.251.255.18""]","[""BAV2ROPC""]",2022-11-28T02:34:23.4821543Z
RU/Rostovskaya Oblast',MX/Guanajuato,2022-11-28T02:34:42.6268904Z,2022-11-28T02:35:13.8785415Z,"[""212.192.40.219""]","[""BAV2ROPC""]",2022-11-28T02:34:42.6268904Z
MX/Oaxaca,IN/Uttarakhand,2022-11-28T02:34:44.5677495Z,2022-11-28T02:41:37.0268244Z,"[""201.160.168.217""]","[""BAV2ROPC""]",2022-11-28T02:34:44.5677495Z
VN/Ha Noi,CN/Hunan,2022-11-28T02:35:11.1507479Z,2022-11-28T02:42:00.2294789Z,"[""118.70.128.12""]","[""BAV2ROPC""]",2022-11-28T02:35:11.1507479Z
US/Iowa,IN/Uttarakhand,2022-11-28T02:39:58.1349517Z,2022-11-28T02:41:31.7214480Z,"[""40.77.127.180""]","[""BAV2ROPC""]",2022-11-28T02:39:58.1349517Z
ZA/Kwazulu-Natal,MO/Macau,2022-11-28T02:41:16.2775462Z,2022-11-28T02:45:39.6154565Z,"[""102.23.252.202""]","[""BAV2ROPC""]",2022-11-28T02:41:16.2775462Z
IN/Uttarakhand,US/Alaska,2022-11-28T02:41:31.7214480Z,2022-11-28T02:51:26.5758563Z,"[""203.193.159.145""]","[""BAV2ROPC""]",2022-11-28T02:41:31.7214480Z
CN/Hunan,US/Georgia,2022-11-28T02:41:52.4175995Z,2022-11-28T02:51:50.9562564Z,"[""111.23.119.194""]","[""BAV2ROPC""]",2022-11-28T02:41:52.4175995Z
US/Illinois,FR/Cotes-D'armor,2022-11-28T02:42:00.0173690Z,2022-11-28T02:42:25.4229028Z,"[""173.23.106.189""]","[""BAV2ROPC""]",2022-11-28T02:42:00.0173690Z
FR/Cotes-D'armor,MO/Macau,2022-11-28T02:42:17.5617462Z,2022-11-28T02:45:39.6154565Z,"[""78.127.125.41""]","[""BAV2ROPC""]",2022-11-28T02:42:17.5617462Z
RU/Khanty-Mansiyskiy Avtonomnyy Okrug,US/Georgia,2022-11-28T02:42:33.0943707Z,2022-11-28T02:51:50.9562564Z,"[""176.121.215.2""]","[""BAV2ROPC""]",2022-11-28T02:42:33.0943707Z
TW/Miaoli,MO/Macau,2022-11-28T02:43:46.4642892Z,2022-11-28T02:45:39.6154565Z,"[""219.68.231.168""]","[""BAV2ROPC""]",2022-11-28T02:43:46.4642892Z
RU/Vologodskaya Oblast',MO/Macau,2022-11-28T02:45:18.0987098Z,2022-11-28T02:45:39.6154565Z,"[""79.175.23.24""]","[""BAV2ROPC""]",2022-11-28T02:45:18.0987098Z
MO/Macau,RU/Novosibirskaya Oblast',2022-11-28T02:45:36.7790002Z,2022-11-28T02:46:47.6175561Z,"[""202.175.177.238""]","[""BAV2ROPC""]",2022-11-28T02:45:36.7790002Z
RU/Novosibirskaya Oblast',ZM/Lusaka,2022-11-28T02:46:37.1223718Z,2022-11-28T02:47:05.9693481Z,"[""212.164.218.15""]","[""BAV2ROPC""]",2022-11-28T02:46:37.1223718Z
PH/National Capital Region,BR/Para,2022-11-28T02:51:06.8928144Z,2022-11-28T02:52:55.0039977Z,"[""203.160.188.139""]","[""BAV2ROPC""]",2022-11-28T02:51:06.8928144Z
US/South Carolina,KR/Gyeongsangnam-Do,2022-11-28T02:51:08.7317710Z,2022-11-28T02:52:09.5748813Z,"[""71.14.97.177""]","[""BAV2ROPC""]",2022-11-28T02:51:08.7317710Z
